Pm,Ω,e/a,EWF,G,ad-e/n,ad-G,δ-e/n,δ-ρ,Phase
1,3.21,1.9231,4.6492,63.1846,0.0501,27.5834,0.1841,0.349,BCC+FCC
4,3.3874,1.7619,4.7657,77.2048,0.0384,22.6599,0.1562,0.1311,FCC
3,35.4408,1.75,4.1825,38.65,0.0397,21.875,0.3949,0.395,BCC
1,6.1611,1.7143,4.7786,81.9856,0.041,20.034,0.1744,0.0987,IM
1,3.5321,1.8333,4.705,73.1501,0.0508,23.2667,0.1796,0.2977,BCC+FCC
3,22.8606,1.6364,4.2191,44.8727,0.0331,28.6645,0.3427,0.3496,BCC
3,10.5461,1.5,4.337,56.4739,0.0273,37.9974,0.2419,0.2857,BCC
1,2.5616,1.6429,4.745,83.7428,0.0491,21.9694,0.1843,0.1522,BCC+FCC
3,0.6322,1.95,4.6795,48.945,0.0958,27.404,0.3782,0.3015,IM
4,6.6956,1.8214,4.8107,77.6036,0.0301,18.6018,0.1156,0.0809,FCC
3,17.6051,2,4.1325,35.325,0.0402,16.8875,0.4839,0.4822,BCC
1,1.6141,1.8696,4.6357,66.0217,0.0622,28.2208,0.2702,0.3008,IM
2,2.3893,1.7,4.35,48.35,0.0361,26.77,0.2277,0.3241,IM
1,1.6175,1.8889,4.7828,71.0056,0.0506,30.9383,0.1736,0.3001,BCC+FCC
1,1.8173,1.8889,4.3489,61.711,0.0532,30.8345,0.4101,0.5877,IM
1,14.4462,1.6,4.7525,84.84,0.0601,23.522,0.2511,0.1131,IM
3,364.6949,1.8182,4.2291,31.2455,0.0465,10.3669,0.3375,0.3778,BCC
3,3.3563,1.9091,4.4777,82.1818,0.0305,12.0298,0.1269,0.2116,IM
1,1.529,1.5349,4.5477,65.7744,0.0809,31.232,0.4317,0.3673,IM
3,2.0064,1.7273,4.3564,57.3182,0.0386,31.1901,0.2211,0.3359,IM
3,1.4868,2,4.2963,35.478,0.0373,9.7775,0.2354,0.3895,IM
1,2.7456,2,4.6883,91.4334,0.0767,29.5445,0.3598,0.5499,IM
1,2.7272,1.9706,4.6329,61.6854,0.0517,27.6895,0.1886,0.3742,BCC+FCC
2,1.7115,1.75,4.4275,72.675,0.039,46.425,0.2082,0.4621,BCC
1,11.9755,1.5,4.32,51.925,0.0257,35.8875,0.2206,0.2892,BCC
3,2.5097,1.9524,4.731,66.6048,0.0521,20.4331,0.2092,0.1494,IM
3,12.8513,1.6667,4.3133,51.25,0.042,24.15,0.2771,0.2667,BCC
4,20.7022,1.9,4.39,79.29,0.0194,8.81,0.0763,0.056,FCC
3,9.7133,1.75,4.125,39.775,0.0245,15.325,0.3015,0.3529,BCC
3,2.0157,2.11,4.4238,74.654,0.0272,9.9999,0.1174,0.2315,IM
3,3.7217,2,4.5833,80.9,0.0281,1.9333,0.1013,0.0749,FCC
1,5.6992,1.8182,4.6373,64.4545,0.0473,27.8049,0.1778,0.3094,BCC+FCC
1,1.6336,1.5556,4.5344,65.9222,0.0831,29.9753,0.4588,0.4047,IM
3,10.1455,1.5263,4.3509,60.3842,0.0337,37.7673,0.2608,0.2808,IM
3,2.5451,1.9231,4.7277,69.3923,0.053,30.2083,0.2118,0.2938,IM
3,15.8442,1.6383,4.2979,46.9128,0.0393,24.144,0.2823,0.2724,BCC
3,2.1511,2.1429,4.7971,62.7714,0.0309,22.3755,0.1265,0.2712,BCC+FCC
2,7.7362,1.6,4.406,82.84,0.0356,46.008,0.3466,0.4577,BCC
1,3.3427,1.9555,4.3303,56.5445,0.0114,13.3572,0.1165,0.191,BCC
1,2.3124,2,4.655,71.7167,0.0382,24.6111,0.1486,0.2921,BCC
3,1.4625,2.0303,4.5976,75.6501,0.0462,25.3341,0.175,0.3715,IM
3,45.4465,1.625,4.245,45.125,0.0461,20.8375,0.4076,0.3802,BCC
1,4.4684,1.7917,4.6583,82.8403,0.0546,20.2442,0.2355,0.214,BCC
1,5.0755,1.8,4.543,79.09,0.0418,16.772,0.1617,0.2306,BCC+FCC
3,22.263,1.91,4.365,79.196,0.0187,8.0597,0.074,0.0543,FCC
3,3.8986,2,4.6678,53.3333,0.0431,19.1556,0.1657,0.3412,IM
2,21.4085,1.6,4.306,55.36,0.0314,32.832,0.3117,0.4477,IM
3,2.9025,1.7619,4.6673,63.5143,0.0567,28.1451,0.2176,0.2674,IM
3,1.9754,1.7886,4.6293,58.9865,0.0653,28.8034,0.2509,0.2939,IM
3,3.7212,2,4.6979,55.2,0.0424,20.2917,0.1619,0.3301,IM
4,5.3956,1.8136,4.8261,77.2196,0.0372,19.8279,0.1373,0.1588,FCC
3,1.1789,2.286,4.5699,58.159,0.0476,29.908,0.1812,0.4752,BCC
3,34.9402,1.6765,4.2441,32.7471,0.0366,13.2907,0.2817,0.2561,BCC
3,23.6584,1.6364,4.2445,45.2091,0.0365,28.5421,0.3484,0.3781,BCC
1,3.8645,1.7987,4.6642,64.9816,0.0542,26.9184,0.2144,0.2907,BCC+FCC
1,1.8333,1.6,4.506,66.24,0.0861,27.232,0.5146,0.443,IM
3,2.987,1.8333,4.7833,76.9833,0.0705,21.2222,0.2783,0.1483,IM
2,2.1548,1.8595,4.78,69.9933,0.0453,26.6146,0.1798,0.2042,FCC
1,2.396,1.75,4.8456,76.2313,0.0461,28.2734,0.1581,0.1961,FCC
1,1.7564,1.7273,4.6527,68.2363,0.0683,27.0876,0.2999,0.2215,IM
1,2.359,1.7143,4.6377,72.0869,0.0637,20.7701,0.2849,0.1027,IM
3,6.1819,1.6,4.55,94.34,0.0348,16.128,0.1394,0.0832,BCC+FCC
3,1.8406,1.7917,4.7112,70.4667,0.053,28.25,0.2089,0.2012,IM
4,1.6855,1.1585,4.411,45.7498,0.0741,7.8995,0.5421,0.0238,IM
1,2.1697,1.5128,4.6731,72.4358,0.0711,29.2844,0.3209,0.0913,IM
3,3.6924,1.7778,4.7333,76.5667,0.0416,22,0.1589,0.1178,IM
3,2.9408,1.8696,4.7196,71.5696,0.065,22.9735,0.2591,0.1582,IM
3,3.1332,1.8148,4.7426,76.2933,0.0725,23.0667,0.288,0.1562,IM
3,12.3874,1.8751,4.2013,35.5895,0.0349,18.1376,0.3624,0.534,IM
3,1.6628,1.75,4.3775,54.325,0.0369,34.6875,0.2447,0.4657,BCC
3,19.9722,1.875,4.2025,25.35,0.0437,4.925,0.3397,0.4352,BCC
1,1.8195,1.6364,4.6573,67.6999,0.0732,27.6727,0.3174,0.158,IM
1,2.5251,1.9565,4.6017,72.9565,0.0384,22.7388,0.1466,0.2609,BCC+FCC
1,2.2808,1.9231,4.6585,87.5615,0.0809,29.6544,0.3904,0.5312,IM
3,2.8124,1.9231,4.6508,75.7154,0.05,25.1787,0.2073,0.2922,IM
3,2.672,1.8889,4.2489,33,0.0468,11.1111,0.3056,0.2998,IM
3,4.0561,1.8148,4.6556,72.0333,0.0511,25.0247,0.1858,0.3128,IM
1,1.8492,2.0439,4.211,74.5922,0.0126,6.9811,0.0787,0.1464,BCC
1,2.4583,1.9231,4.6723,69.7692,0.0529,25.6379,0.1902,0.3496,BCC+FCC
2,3.5762,1.7737,4.8444,79.1244,0.0412,17.4753,0.1736,0.0817,IM
3,3.078,1.8214,4.7571,76.5393,0.0719,22.4209,0.2848,0.1534,IM
3,1.6648,2.14,4.4407,73.171,0.0302,12.3119,0.1284,0.262,IM
3,6.0112,1.5,4.42,82.65,0.0551,36.45,0.4082,0.4701,BCC
3,8.1699,1.7458,4.6881,68.0441,0.0472,25.4467,0.1768,0.2268,BCC+FCC
3,16.2693,1.6667,4.2933,44.5,0.0385,16.4,0.3729,0.5103,BCC
1,2.4742,1.7333,4.6467,72.9133,0.0605,20.2222,0.2693,0.1039,IM
1,2.4569,1.9091,4.6782,74.6636,0.0554,28.9917,0.2257,0.3199,BCC
3,2.4026,1.9168,4.7175,75.368,0.056,27.0521,0.2233,0.3063,IM
3,5.0765,1.5882,4.3765,57.7176,0.0352,31.0505,0.2276,0.3393,BCC
3,5.894,1.4,4.68,90.04,0.0728,23.248,0.2952,0.1201,FCC
1,6.0134,1.6,4.39,96.78,0.0544,41.944,0.5124,0.43,IM
3,5.9552,1.8095,4.3657,64.7238,0.0483,30.1678,0.361,0.5301,BCC
3,6.8852,1.7541,4.6754,67.4492,0.0489,25.1975,0.1836,0.2276,IM
3,0.7824,1.9,4.619,44.64,0.1039,23.668,0.4275,0.2716,IM
1,1.6553,2.1042,4.3635,69.9063,0.0258,14.6276,0.1148,0.2278,FCC
3,2.5667,1.8,4.5802,83.992,0.0392,20.7454,0.1497,0.2634,IM
3,12.9131,1.6363,4.3145,51.3729,0.0404,26.3043,0.2785,0.2725,BCC
4,9.2449,1.8251,4.6575,80.7139,0.0288,14.1032,0.1518,0.0874,IM
1,1.5518,1.8333,4.6217,64.9835,0.0659,28.0834,0.2935,0.2944,IM
1,2.0268,2.0833,4.5475,81.9418,0.0662,36.2917,0.3649,0.6604,IM
3,14.1478,1.6927,4.226,42.8516,0.0348,16.133,0.3854,0.4477,BCC
3,2.1715,2,4.7375,63.75,0.0432,18.6,0.1741,0.1418,FCC
3,6.7272,1.7497,4.8149,76.6337,0.0472,25.3648,0.2071,0.0982,FCC
1,2.2439,1.9524,4.6819,72.3285,0.0505,28.5932,0.1984,0.3218,BCC
3,1.0432,2,4.4978,37.142,0.0593,7.8422,0.3253,0.3704,IM
3,1.7314,1.898,4.5841,77.4633,0.0565,28.5423,0.254,0.3643,IM
1,6.3111,1.5455,4.7364,91.8454,0.0729,25.6132,0.3108,0.1242,IM
3,1.9622,1.7059,4.6712,84.8588,0.0494,17.436,0.1967,0.1723,BCC
1,2.7635,1.9474,4.6747,73.9545,0.0353,22.7658,0.1413,0.2525,BCC+FCC
1,1.3202,2.0833,4.6225,62.5084,0.0518,30.5584,0.1998,0.3825,BCC
1,4.9267,1.8333,4.68,66.0168,0.0469,27.0501,0.1741,0.2971,BCC+FCC
1,1.9818,1.6667,4.6633,76.2334,0.0527,29.5889,0.2113,0.199,IM
3,3.3524,2.0769,4.8369,65.3538,0.025,20.9183,0.1027,0.2003,FCC
1,3.3352,1.7674,4.4581,84.6209,0.0438,32.0735,0.2467,0.3804,BCC
3,4.591,1.75,4.84,82.035,0.0389,17.1645,0.1374,0.0908,FCC
3,5.6614,1.98,4.586,79.602,0.0248,4.7853,0.0964,0.0723,FCC
3,2.3792,1.8182,4.7982,71.4636,0.0431,25.7008,0.1755,0.1609,BCC
1,1.3948,2,4.5712,54.147,0.0626,27.4727,0.2456,0.3985,BCC
3,1.4205,2,4.3025,35.875,0.0361,9.625,0.224,0.395,BCC
1,1.8433,1.7547,4.666,69.2603,0.0646,26.9505,0.2798,0.2256,IM
3,6.5946,1.75,4.4625,100.725,0.0666,35.025,0.3898,0.5303,IM
1,1.7539,1.75,4.5913,78.85,0.0901,31.2875,0.4494,0.4848,IM
3,3.4883,1.6667,4.8833,79.3667,0.0423,25.9778,0.1465,0.0956,FCC
3,2.2645,1.902,4.6922,74.1275,0.0578,30.8451,0.2345,0.3334,IM
3,1.4652,2,4.6517,50.8167,0.0614,21.0222,0.2349,0.3533,BCC+FCC
1,6.0078,1.3994,4.3998,85.7987,0.0292,36.8754,0.2875,0.3193,BCC
2,1.6441,2,4.29,40.675,0.0555,14.425,0.4057,0.6635,IM
1,1.8831,1.96,4.688,69.524,0.0467,28.2512,0.1759,0.3036,BCC+FCC
1,1.2572,1.7143,4.7757,60.8714,0.0787,28.0816,0.3148,0.1915,BCC+FCC
1,8.4314,1.7778,4.7611,88.4666,0.0618,26.7999,0.2857,0.3794,IM
3,0.7361,2,4.6025,45.75,0.0809,19.5,0.2895,0.4371,FCC
3,1.2079,2,4.2025,30.725,0.0588,5.1875,0.4446,0.5608,BCC
3,8.0452,1.4,4.406,70.5,0.0407,38.88,0.2566,0.2694,BCC
3,4.6759,1.8375,4.1544,28.3863,0.0425,6.4507,0.4301,0.4398,BCC
1,1.8562,1.8,4.6107,81.3666,0.0879,30.0178,0.4337,0.4989,IM
3,1.1001,2.0909,4.1818,28.5636,0.0588,5.1736,0.4408,0.5527,IM
1,1.5853,2,4.2929,58.2214,0.0549,27.3072,0.2823,0.3746,BCC+FCC
3,1.3485,2.21,4.4388,69.668,0.0329,16.9966,0.1401,0.3203,IM
3,8.0216,1.8,4.346,68.08,0.0524,35.976,0.4284,0.5348,BCC
3,2.5177,1.9,4.631,73.81,0.0535,31.208,0.2255,0.3354,IM
3,3.1965,1.8077,4.727,76.0276,0.0729,23.7498,0.2911,0.1591,IM
3,3.2436,1.8444,4.4611,82.1711,0.0325,14.597,0.1452,0.2029,BCC
1,64.5283,1.6154,4.7435,71.454,0.0422,24.9379,0.1618,0.1233,IM
3,28.7037,1.6053,4.2816,42.3211,0.0329,22.6122,0.2664,0.279,BCC
3,19.5237,1.5556,4.2256,50.0778,0.0319,32.721,0.3421,0.3129,BCC
3,4.4883,1.8182,4.6182,76.8273,0.0383,18.1421,0.1483,0.1105,FCC
1,3.4948,1.5405,4.7054,83.9468,0.0757,25.3356,0.3284,0.1137,IM
1,4.4551,1.6552,4.7007,66.4725,0.0534,27.5113,0.2114,0.1892,IM
3,1.912,2.08,4.8019,62.5293,0.0341,22.7277,0.1504,0.2353,IM
1,2.9721,1.5714,4.3686,70.9999,0.0377,30.1142,0.3973,0.432,IM
3,2.6901,1.9,4.6616,82.3085,0.0364,10.2548,0.1522,0.1878,IM
1,3.3537,1.8372,4.7521,76.3627,0.0368,23.3077,0.1425,0.1997,FCC
1,1.6147,2.1515,4.4833,66.2272,0.0329,19.0468,0.1324,0.277,FCC
1,1.0811,2,4.24,28.3,0.0477,6.85,0.3233,0.3944,IM
3,46.2933,2,5.075,61.8,0.0119,21.4,0.0345,0.0039,FCC
3,2.1155,1.7826,4.6379,60.0144,0.0636,28.7388,0.244,0.2884,IM
1,1.3678,1.8333,4.4767,56.8668,0.0528,27.989,0.3154,0.3473,IM
1,2.906,1.9109,4.7003,70.2545,0.0435,27.1036,0.1632,0.2889,BCC+FCC
3,1.2541,2.0476,4.1771,28.5333,0.0571,5.3968,0.4447,0.5345,IM
1,2.1889,1.75,4.3575,65.775,0.0458,30.625,0.4147,0.5215,IM
3,6.085,1.7317,4.7829,80.9683,0.0364,19.7894,0.1534,0.0934,FCC
3,14.1728,1.6667,4.2289,48.1,0.0378,33.6,0.3696,0.3696,BCC
3,2.6192,1.88,4.6627,82.1905,0.0378,10.3692,0.1594,0.1732,IM
1,14.7372,1.8571,4.5143,79.8429,0.0195,11.7959,0.0823,0.0601,BCC+FCC
3,12.009,1.75,4.195,40.7,0.0449,14.4,0.4661,0.4293,BCC
3,0.9222,1.8333,4.5617,39.2083,0.1078,17.7583,0.452,0.2554,IM
1,3.485,1.8182,4.8091,77.7726,0.041,18.6579,0.1552,0.1133,IM
3,1.7638,2.015,4.8249,65.7555,0.0442,25.0825,0.1797,0.2581,IM
1,1.0006,2.1111,4.6933,53.9999,0.0598,25.2,0.2324,0.3253,BCC+FCC
1,1.6045,2.0909,4.6491,66.0727,0.0467,29.4479,0.1712,0.3768,BCC+FCC
1,1.8159,2.0495,4.2252,74.1535,0.0141,7.7928,0.0832,0.1557,BCC+FCC
3,1.2038,2,4.582,52.9,0.068,23.56,0.2568,0.3845,FCC
1,0.9803,2.4444,4.5056,51.7333,0.0439,27.5555,0.181,0.5395,FCC
3,1.7996,1.9565,4.6535,64.7435,0.0529,29.5546,0.2019,0.3304,BCC
4,6.191,1.7916,4.8374,69.8343,0.03,26.9668,0.1159,0.083,IM
4,11.2913,1.6667,4.7667,60.6556,0.0492,19.284,0.2324,0.0483,IM
3,9.0683,1.8,4.559,79.282,0.027,16.0656,0.1067,0.0774,IM
2,8.5478,1.6667,4.2267,28,0.0315,8.7333,0.2568,0.2551,BCC
3,1.7725,1.8,4.6133,57.08,0.0677,28.7893,0.2626,0.3034,IM
1,7.0713,1.6,4.366,72.94,0.0295,53.928,0.2791,0.5237,IM
3,1.5299,1.9048,4.5671,73.8524,0.0568,31.454,0.2627,0.3707,IM
3,2.5077,1.9168,4.705,71.8058,0.0544,29.9044,0.2185,0.3061,IM
3,1.0504,1.85,4.536,41.79,0.1186,18.217,0.526,0.3241,IM
4,2.0228,1.7674,4.7905,85.9047,0.0452,13.3002,0.178,0.1483,FCC
1,9.432,1.7895,4.75,92.0736,0.0722,29.9457,0.3336,0.4149,IM
3,7.0103,1.6,4.296,49.68,0.0506,26.016,0.3236,0.2029,IM
3,12.0612,1.75,4.2405,33.695,0.0367,14.324,0.323,0.5128,BCC
1,1.5734,2.0909,4.5473,72.6272,0.0503,31.5835,0.2308,0.4496,BCC
1,4.9595,2,4.7788,60.8375,0.0328,21.5125,0.1312,0.254,FCC
3,1.9216,2.0501,4.802,64.8102,0.0475,27.4685,0.1828,0.3115,BCC+FCC
3,8.2351,1.6,4.216,45.56,0.0592,27.576,0.4768,0.3675,IM
1,1.6915,1.95,4.8295,64.24,0.0458,29.584,0.1603,0.2844,BCC+FCC
1,0.9311,2.25,4.628,46.165,0.0485,17.6675,0.1869,0.3892,BCC+FCC
1,1.247,2.1,4.833,54.02,0.0511,17.508,0.1847,0.2583,BCC+FCC
1,2.7113,1.6,4.5305,69.25,0.044,23.375,0.1675,0.2302,BCC+FCC
1,7.4613,1.9,4.6995,65.615,0.0421,20.082,0.1506,0.2789,BCC+FCC
4,7.0714,1.8,4.7725,73.97,0.0279,23.499,0.1126,0.0817,FCC
3,1.8822,1.6,4.7,61.825,0.0297,18.0475,0.0913,0.0577,FCC
4,2.4306,1.65,4.75,61.565,0.0274,18.4515,0.0858,0.0548,FCC
4,3.0241,1.75,4.6475,60.27,0.0261,18.407,0.0973,0.0666,FCC
3,7.6505,1.5,4.388,79.43,0.0363,30.989,0.3501,0.3463,BCC
4,73.6964,2,4.0775,26.395,0.0392,6.304,0.4742,0.4583,BCC
1,3.1261,1.55,4.563,65.485,0.0476,24.3135,0.1702,0.2324,BCC+FCC
1,156.3401,1.8,4.6045,60.185,0.0409,23.652,0.1627,0.2796,BCC+FCC
1,290.1958,1.7,4.637,58.07,0.0473,23.958,0.1745,0.2825,BCC+FCC
1,7.4013,1.75,4.6145,66.5,0.0449,30,0.1698,0.2809,BCC+FCC
1,21.2221,1.65,4.662,57.665,0.051,25.1175,0.1817,0.2845,BCC+FCC
1,4.7087,1.9,4.6035,60.585,0.0432,26.632,0.1684,0.3221,BCC+FCC
1,7.5515,1.8,4.6185,57.165,0.0483,24.501,0.1816,0.325,BCC+FCC
1,5.2177,1.85,4.5825,56.605,0.0519,24.837,0.1916,0.3634,BCC+FCC
1,3.3464,1.95,4.5925,57.97,0.0472,26.371,0.178,0.3613,BCC+FCC
1,1.8929,2.15,4.5665,57.125,0.0426,26.1,0.1613,0.3927,BCC+FCC
1,2.6512,1.75,4.7745,75.4,0.0566,25.79,0.1877,0.2864,BCC+FCC
1,2.6081,1.8,4.777,70.775,0.0528,29.3175,0.1801,0.2858,BCC+FCC
1,10.185,1.65,4.7095,56.53,0.0501,22.725,0.178,0.284,BCC+FCC
1,3.1166,1.9,4.8195,55.725,0.0414,22.745,0.1574,0.2819,BCC+FCC
1,5.6916,1.75,4.737,53.7,0.0466,21.19,0.1706,0.2835,BCC+FCC
1,4.6861,1.7,4.6735,61.47,0.0585,27.731,0.1971,0.3285,BCC+FCC
1,1.7024,2,4.755,62.245,0.0551,28.2495,0.1887,0.367,BCC+FCC
1,24.4728,1.55,4.578,58.795,0.0516,22.473,0.1766,0.2363,BCC+FCC
1,5.3347,1.7,4.652,60.505,0.051,28.747,0.1803,0.2851,BCC+FCC
3,4.4115,2,4.834,68.715,0.0261,20.9405,0.1045,0.167,FCC
3,2.794,2.05,4.8055,70.295,0.0318,20.177,0.1253,0.2292,FCC
3,3.0193,2,4.758,67.58,0.031,23.984,0.128,0.2301,FCC
1,1.2393,2.2,4.6865,67.65,0.0495,25.795,0.1807,0.3981,BCC+FCC
1,1.3307,2.2,4.679,65.51,0.0485,26.808,0.1778,0.3978,BCC+FCC
1,1.4103,2.2,4.6465,65.425,0.0465,26.74,0.1732,0.3957,BCC+FCC
1,1.2573,2.25,4.729,59.75,0.0477,26.07,0.1744,0.4003,BCC+FCC
1,1.5153,2.2,4.624,59.005,0.0437,27.1855,0.1619,0.395,BCC+FCC
1,1.6011,2,4.8105,58.815,0.0509,23.3295,0.1806,0.2537,BCC+FCC
1,1.5227,2,4.792,63.625,0.0531,27.0075,0.1846,0.2949,BCC+FCC
4,5.1835,1.8,4.699,64.425,0.0305,19.2925,0.1124,0.1652,FCC
4,4.0287,2.05,4.7555,68.905,0.0299,18.653,0.1188,0.2272,FCC
4,10.7414,1.85,4.6555,61.725,0.0344,20.115,0.1318,0.2275,FCC
4,2.7091,2.1,4.7695,64.235,0.0339,21.738,0.135,0.2781,FCC
1,3.1972,2.05,4.691,62.225,0.041,22.0525,0.1579,0.3222,BCC+FCC
4,79.2148,1.8,4.7065,50.735,0.0364,12.306,0.1524,0.1855,FCC
1,0.9726,2.15,4.8165,49.635,0.0556,20.139,0.2056,0.3606,BCC+FCC
1,1.1928,2.25,4.649,61.83,0.0447,24.454,0.1792,0.3738,BCC+FCC
1,1.2652,2.25,4.594,55.325,0.041,23.7275,0.164,0.3709,BCC+FCC
1,1.1741,2.25,4.7165,53.525,0.0463,23.06,0.1794,0.3781,BCC+FCC
3,2.6325,2,4.774,69.155,0.0331,18.303,0.1693,0.1641,FCC
3,2.6373,2,4.824,65.045,0.0338,20.766,0.1687,0.1635,FCC
1,9.3146,1.6,4.5805,76.14,0.0452,23.808,0.1761,0.2324,BCC+FCC
1,3.0436,1.8,4.7495,75.805,0.0528,22.533,0.1807,0.2844,BCC+FCC
1,4.8993,1.8,4.652,75.55,0.0462,22.38,0.176,0.2811,BCC+FCC
1,6.3249,1.75,4.6595,73.84,0.0501,24.008,0.181,0.2825,BCC+FCC
1,6.1546,1.65,4.646,62.65,0.0597,25.66,0.1966,0.3279,BCC+FCC
1,3.1941,1.8,4.681,71.31,0.0561,26.448,0.1936,0.3268,BCC+FCC
1,2.1722,1.85,4.6985,76.465,0.0548,24.739,0.1915,0.3261,BCC+FCC
1,3.0216,2,4.525,70.125,0.0431,25.0275,0.1708,0.3532,BCC+FCC
1,4.1509,1.55,4.503,74.085,0.0454,25.048,0.1791,0.2311,BCC+FCC
1,2.1811,1.75,4.6855,84.615,0.0519,17.931,0.1785,0.2377,BCC+FCC
1,1.9961,1.85,4.622,83.715,0.0448,18.471,0.1688,0.2788,BCC+FCC
1,1.7431,2,4.631,77.975,0.0445,19.51,0.1678,0.3198,BCC+FCC
1,1.2893,2.1,4.685,73.88,0.05,22.34,0.1807,0.3622,BCC+FCC
1,2.0244,2,4.6725,61.8,0.0508,22.69,0.1924,0.3408,BCC+FCC
1,6.1095,1.85,4.6905,65.07,0.0478,19.093,0.1738,0.2437,BCC+FCC
1,1.7229,2.1,4.7145,69.465,0.0442,18.209,0.1743,0.2894,BCC+FCC
3,14.8387,1.65,4.192,41.375,0.0403,11.09,0.4589,0.3937,BCC
3,13.203,1.85,4.8025,69.88,0.0242,19.256,0.0919,0.0657,FCC
1,30.9303,1.75,4.795,71.04,0.0302,23.132,0.1172,0.0779,FCC
4,14.7105,1.75,4.925,65.88,0.0248,23.41,0.1027,0.0623,FCC
1,3.1492,1.9,4.8865,65.96,0.0319,24.714,0.1377,0.1258,FCC
3,4.1881,1.85,4.8925,71.08,0.0342,23.594,0.133,0.0973,FCC
2,2.7043,1.65,4.715,65.3,0.0351,20.76,0.1578,0.0706,FCC
2,25.9787,1.75,4.8075,62.79,0.0328,19.56,0.1641,0.0506,FCC
2,13.2122,1.85,4.835,59.96,0.0294,20.066,0.1585,0.0497,FCC
2,13.7604,1.75,4.785,56.37,0.0307,17.931,0.1627,0.05,FCC
4,13.0221,1.7,4.795,62.425,0.0353,18.1875,0.1389,0.1021,FCC
4,10.3567,1.95,4.8575,70.67,0.0258,16.522,0.1044,0.0834,FCC
3,8.0026,1.75,4.715,61.825,0.0352,18.2175,0.1404,0.1038,FCC
3,86.5279,1.9,4.785,64.51,0.0252,19.369,0.1055,0.0837,FCC
3,4.7842,1.9,4.855,59.465,0.0358,18.648,0.1505,0.1184,FCC
3,6.1699,1.9,4.79,59.295,0.0358,18.444,0.1497,0.1188,FCC
3,3.4904,1.95,4.8725,59.12,0.0346,18.924,0.1468,0.1181,FCC
4,8.7961,1.95,4.5825,66.405,0.0265,17.5135,0.0967,0.078,FCC
2,11.6264,1.9,4.7275,65.3,0.028,18.54,0.1012,0.0745,FCC
3,3.6875,1.8,4.6925,62.24,0.0235,19.08,0.0881,0.063,FCC
4,4.7183,1.95,4.5975,60.965,0.0348,18.1315,0.1514,0.1248,FCC
3,4.7462,1.8,4.65,60.575,0.0279,18.4825,0.1159,0.0864,FCC
4,3.7826,1.9,4.8475,71.91,0.04,18.836,0.2031,0.0671,FCC
4,9.3208,1.95,4.7975,71.53,0.0286,18.678,0.1439,0.0754,FCC
3,5.0852,2,4.7975,72.12,0.0267,14.91,0.105,0.0868,FCC
4,3.2184,2,4.73,64.595,0.0325,18.9255,0.1419,0.1184,FCC
3,14.4047,1.8,4.165,45.66,0.0384,16.408,0.6838,0.2631,BCC
4,72.9046,1.85,4.525,79.02,0.0306,6.956,0.1178,0.0762,FCC
4,225.8809,1.8,4.107,31.035,0.0393,11.366,0.4732,0.3814,BCC
3,26.0717,1.55,4.1625,45.28,0.0424,14.53,0.5232,0.2929,BCC
2,57.9674,1.75,4.09,34.115,0.0393,11.1095,0.7167,0.3173,BCC
4,45.8747,1.7,4.1015,33.21,0.0395,9.563,0.5656,0.3067,BCC
3,56.2744,1.75,4.1025,36.415,0.0349,13.388,0.5691,0.3273,BCC
3,15.9172,1.6,4.1705,43.52,0.0383,15.692,0.4297,0.3238,BCC
3,19.9465,1.55,4.201,38.57,0.0386,11.67,0.418,0.3478,BCC
4,22.6609,1.7,4.165,34.015,0.0399,12.511,0.4141,0.3886,BCC
4,78.8925,1.75,4.2285,34.25,0.0447,13.17,0.3372,0.3691,BCC
3,29.6836,1.95,4.0975,26.985,0.0391,7.012,0.449,0.4561,BCC
3,22.4867,1.95,4.1,29.945,0.0414,8.9465,0.484,0.4551,BCC
2,30.7385,1.95,4.133,26.87,0.0458,6.861,0.4371,0.4884,BCC
3,830.9726,1.75,4.1815,33.22,0.0448,12.28,0.3766,0.2484,BCC
4,33.8242,1.75,4.1555,31.345,0.0393,10.444,0.4049,0.3338,BCC
3,46.9697,2,4.1035,32.19,0.0424,12.844,0.5034,0.4666,BCC
2,25.5854,1.8,4.14,40.77,0.0408,14.203,0.5089,0.3819,BCC
4,41.9448,1.75,4.1425,35.45,0.0413,11.97,0.4604,0.3614,BCC
4,36.4513,1.75,4.1825,45.35,0.047,13.695,0.5173,0.3838,BCC
3,34.098,1.7,4.1875,37.545,0.0371,13.386,0.4,0.3825,BCC
4,56.2132,1.65,4.2025,37.66,0.0421,11.672,0.3869,0.3273,BCC
4,6.3683,1.9,4.774,76.96,0.033,15.054,0.1249,0.1699,FCC
3,21.611,1.85,4.709,67.44,0.03,20.682,0.1176,0.1673,FCC
3,14.4206,1.8,4.749,65.815,0.0315,21.2335,0.121,0.1676,FCC
2,4.0051,1.7,4.6665,62.14,0.0336,20.894,0.1269,0.1677,FCC
3,13.4619,1.8,4.8715,69.515,0.0324,22.342,0.1281,0.1691,FCC
4,37.504,1.8,4.709,69.09,0.0329,22.002,0.1286,0.1697,FCC
3,9.8443,1.8,4.799,72.705,0.0367,22.3535,0.1373,0.1727,FCC
4,24.0033,1.85,4.864,65.725,0.0284,21.8425,0.1148,0.166,FCC
3,13.2842,1.8,4.759,70.48,0.0348,23.804,0.1346,0.1723,FCC
